,text,label,src,base
500,"Person1: Good coming. What can I do for you? Person2: I'm in Room 309. I'm checking out today. Can I have my bill now? Person1: Certainly. Please wait a moment. Here you are. Person2: Thanks. Wait... What's this? The 30 dollar for? Person1: Excuse me... The charge for your laundry service on Nov. 20th. Person2: But I did't take any laundry service during my stay here. I think you have added someone else's. Person1: Ummmm...Sorry, would you mind waiting a moment? We check it with the department concerned. Person2: No. As long as we get this straightened out. Person1: I'm very sorry. There has been a mistake. We'll correct the bill. Please take a look. Person2: Okay, here you are. Person1: Goodbye.",1,dialogsum_human,0
922,"L'Auberge Espagnole is less funny and less interesting than any episode of Dobie Gillis. Where is their Bob Denver? Do they even have a Dwayne Hickman? A French man moves to Barcelona to attend classes. He moves in with some other students who are no more interesting than himself, and they do and say uninteresting things. This movie is unbelievably bland. The only bright spot was a pretty French girl who played a Belgian lesbian. She places her hands behind her head and reveals shaven underarms, not the usual tufts of dark, smelly hair. But bare armpits does not a good movie make. L'Emmerdeur was funny, so was La Cage aux Folles. L'Auberge Espagnole and Le Placard makes you wonder what is going wrong with French comedy.",1,imdb_human,1
1249,"Our findings showed that V-O CEM, bioactive glass ceramic and hydroxyapatite exhibited material-dependent bacterial colonization and thus resembled polymeric bone substitutes (susceptible to invasion by S. epidermidis) and metals (sensitive to S. aureus). In general, users of bone substitutes should conduct preclinical tests in order to obtain advance information on the properties of possible replacement material. Since there can be varying interactions between the materials studied and bacterial growth, material-specific effects on bacterial growth should be investigated. While it is recognized that in vitro studies are an inadequate simulation of the clinical situation, they still provide some insight into the likely behavior of a bone substitutes in human sites.",1,pubmed_human,0
404,"Person1: I don't know if you've heard of it, Peter, but some of us are thinking of going to Xi'an in the summer. I don't know if you'd like to come with us. Person2: Well, that's very kind of you, Jane, but when are you thinking of going? Person1: Oh, some time in July. Around the 16th, I think. Person2: I see. And for how long? About two weeks? Person1: Well, we were going to but now one or two of the other students say they don't have enough money, so it'll just be a week. You're interested, then? Person2: Oh, yes, very much. Do you know how much it's going to cost? Person1: Yes, about 2000 yuan altogether. Person2: Oh, that's good. Is everybody going? Person1: Yes, most of them, not Monica, of course. She's off to Harbin again. Person2: Lucky thing! It must be nice to have parents living in the north. Person1: Yes, it must. But if you had a lot of money, Peter, where would you like to go for a holiday? Person2: Oh, I'd probably go to Xinjiang, or Tibet maybe. Somewhere far away, anyway. And you? Person1: I don't know really. Perhaps the southwest. Person2: Yes, that would be great.",1,dialogsum_human,0
770,"So far I disliked every single Jean Rollin movie I've seen, and that always bothered me because he's an acclaimed Euro-trash monument and extremely popular amongst many regular reviewers on this lovely website; people whose opinions I always value and usually concur with. Apparently everybody always appears to pinpoint some sort of gloomy and stylistic filming trademarks in his work that are completely lost on me. Rollin's movies are unimaginably boring, they all feature the same basic concept (lesbian vampires in various settings), the dialogs are incredibly absurd, the marvelous Gothic setting are always underused and the production values are cheaper than the price of a bus ticket. I had actually given up on Rollin's repertoire already (especially after enduring ""The Iron Rose, until I found out about ""Night of the Hunted."" Allegedly, this movie doesn't feature any lame lesbian vampires and stands as a bona fide horror movie with gruesome killings and macabre plot twists. And the verdict is yes and no! On one hand, this is undeniably the most compelling and inventive Rollin film I had the pleasure of seeing thus far (and also the only one that I watching without dozing off). On the other hand, it still remains a moronic movie with a nonsensical plot and emotionless sex sequences to compensate for the dullness. Jean Rollin heavily attempts to generate an atmosphere of secrecy and suspense, mostly through a lack of information and vaguely introduced characters, but barely manages to hide the fact he actually hasn't got a story to tell at all. The unearthly beautiful lead actress Brigitte Lahaie and the beautifully ominous musical guidance are the only elements that keep you hooked on the screen. During a nightly drive back home to Paris, a young man abruptly has to stop for a confused and scarcely dressed girl who comes running from the woods. Her name is Elisabeth but furthermore she can't remember anything about herself and from what or whom she was running away. Her case of amnesia is so bad she even continuously forgets who picked her up. The next day, she's kidnapped again by an old guy and taken to a sinister apartment complex where multiple people in the same bizarre mental state are held captive. Elisabeth knows nothing, but she does sense she needs to escape from here. Obviously I won't reveal the denouement, but I can assure you it is quite dumb, illogical and far-fetched. Apparently Rollin realized this as well, because the explanation is kept very brief and quick. There's a large number of overly weird and senseless sequences, the sex footage is dire and filmed without passion, the nasty make-up effects look cheap and randomly thrown without actual purpose. As said, the score is mesmerizing and Brigitte Lahaie's perfect body is addictive to glaze at.",1,imdb_human,1
131,"Adi Viveash's Chelsea U19s side stormed into the UEFA Youth League final following a 4-0 mauling of Roma in the semis. After a tense and goalless first-half, midfielder Charlie Colckett's deflected shot gave Chelsea the lead. Striker Dominic Solanke then scored a brace, before substitute Tammy Abraham wrapped up the win with a tap in on 83 minutes. Chelsea will now face Shakhtar Donetsk's U19s team in the final. Chelsea strikerDominic Solanke celebrates scoring his side's second goal against Roma on Friday . Chelsea's Ruben Loftus-Cheek (right) and Roma's Jose Machin (left) battle for the ball on Monday . Chelsea's Isaiah Brown (left) tussle for the ball with Roma's Silvio Anocic (right) in the box . Roma had initially defended strongly, but capitulated after the break. Chelsea made two changes from the side that started the quarter-final victory over Atletico Madrid last month, with Ruben Loftus-Cheek and Charly Musonda coming into the line-up. Andreas Christensen, who started in midfield against Atletico, was paired with Jake Clarke-Salter at centre-back, while Ola Aina and Jay DaSilva occupied the full-back positions. Loftus-Cheek was partnered in midfield by Colkett and Musonda, with the latter operating in the hole behind the front-three of Solanke, Jeremie Boga and captain Izzy Brown. Chelsea's Charlie Musonda (right) controls the ball ahead Roma's oncoming Christian D'Urso (left) Chelsea's Ola Aina (right) dribbles with the ball ahead of Roma's Jose Machin (centre) Roma's Daniele Verde (left) shields the ball away from Chelsea defender Jay Dasilva (right) Brown (left) charges forward to collect the ball ahead of Roma'sSilvio Anocic (right) Chelsea were rewarded for their persistence in the second-half with two goals inside four minutes of the restart. The first came at the end of a driving run from Brown, which saw the ball bounce kindly into the path of Colkett for him to wrong-foot the goalkeeper with an awkward shot. A second goal followed from Christensen's excellent long ball forward, met by the run of Solanke who rounded the rushing keeper to fire into an empty net. After Boga had an attempt spilled by the keeper, Solanke was on hand to poach his second and Chelsea's third. Solanke has now netted 11 goals in this year's Youth League and is the competition's leading scorer. The rout was completed when Abraham, on from the bench, converted Kasey Palmer's cross. Roma's Toni Sanabria (right) prepares to take on Chelsea'sOla Aina (left) in the UEFA Youth League match .",1,cnn_human,0
405,"Person1: Where are you going, Jane? Person2: I'm going to the hospital to see Susan. Person1: I saw her yesterday. She was a little better. Person2: Must I catch a number 7 bus to get there? Person1: No, you needn't. A number 13 bus will also take you to the hospital. Person2: Number 13 buses run much more frequently, don't they? Person1: Yes. I caught a number 7 bus yesterday, and they said I had taken a wrong bus. Person2: Thank you, Henry. I'll get a number 13. Person1: But number 13 buses leave from the center of town. You'll have to walk two miles to catch one.",1,dialogsum_human,0
948,"Fires on the plain directed by Kon Ichikawa and written by Shohei Ooka and Natto Wada is a World War two movie which is finally not showing the allies fighting the axis powers, but the Japanese fighting and struggling for their lives on the Philippines. The main characters name is Tamura , played by Eiji Funakoshi, and he is a soldier leaving his regiment because of him being sick. All he has on him is a hand grenade, his gun and some potatoes. Like this, he is trying to make his way to the hospital in order to get a doctor and a cure for his disease. But since the hospital turned him away and gets destroyed, he begins a long walk. Throughout the whole movie, Tamura remains a bit cowardish, but very civil, when the other soldiers become more like animals by using their basic instincts for survival Tamura is still remaining human and would not degrade. A scene which has influenced me a lot to think positively and different about this war movie is, when Tamura comes into a Phillipino village which is completely deserted. There, he fights a dog and finds a lot of corpses of Japanese soldiers stacked up in front of a church. This makes Tamura think and even more scared than he already is. That shows that the soldier is not a brave killing machine, but a servant to higher beings and human most importantly. After he turns away from the corpses, two Phillipinos (a couple or brother and sister: very close relationship) return to the village in order to get their stash of salt back. The main character of the movie wants to be friendly at first, although he walked up to them with his gun, but shoots the woman once she starts screaming. Her brotherboyfriendhusband then runs away in fear and after a moment Tamura follows him and shoots wildly at the fleeing Filipino. He does not hit him. After Tamura picks up the bag of salt , something very precious , he drops his gun into a river. This gesture is very important in order to understand Kon Ichikawa'sShohei Ooka's profiling of Tamura and the war. Comparing this movie to other World War 2 movies, it is not typical at all. Of course all movies have suffering heroes, but their heroes are more heroic than Tamura. He expresses everything that is human: he is getting manipulated , he is weak , he gets scared , he has hope. This is typical for Japanese World War two movies and for Japanese society. Since World War two is not a discussed theme in Japanese society, Japanese are likely to put Japanese in the second World War in the role of the victim. This victimisation is also very visual in this movie. One of the examples is Tamura, another one the piled up bodies of Japanese soldiers in front of the church and another important one is, when the Japanese soldiers are trying to cross a street and the Americans are already waiting there for them and shooting all of the Japanese soldiers which have worse equipment and are fed worse and have no health equipment or anything alike. In my personal conclusion I have to say that it is worth seeing this film in order to finally see a movie from the other side than usual. It also has no nationalistic propaganda which could've been easily built in. Once you have watched the movie fully, you will be able to see the horrors of the second World War to its total extent.",1,imdb_human,1
876,"Leaving aside the drawbacks and deficiencies of the film mentioned by other viewers I must say that it seemed to me a film about power,which is in my opinion one of the most luring illusions. I saw the drama of an emperor and people. It seems to me that the director wanted to pose a question of what the benefit of nation is and what the price of ""happiness"" for all is. Is there justification for the enforced benefit and ""happiness""? How much can be forfeited for the nation's security and peaceful existence? Is the idea of a powerful would-be empire worth reducing to misery and killing thousands of its citizens now? It seems to me that the emperor himself does not know the answer and seeks to learn it all the time the film runs. He is desperately torn between these desires and at the same time psychologically harassed by the discovery of his true origin. He seems to half hate his subjects for having to renounce his father and his love, half love the people as a good emperor should. No wonder his actions are controversial and emotions confused. It seems to me that as another film presenting the problem of power of man over other men the film is a success.",1,imdb_human,1
95,"Listeners say the last minutes of numerous shows have been left off versions on the iPlayer service . It seems that the BBC has lost the plot with its radio dramas. Frustrated listeners say the vital last minutes of numerous shows have been left off versions uploaded to the iPlayer service. They branded the problem 'irritating', 'annoying' and 'frustrating' and said it was ruining their enjoyment of the programmes. Shows such as Dad's Army and Hancock's Half Hour have all fallen foul of the problem, which the BBC blames on the system it uses to record programmes. It says the live sections of radio stations cause the start and end times of programmes to shift, confusing the automatic recording system. But this is not a new problem for the corporation and has been on its radar for at least three years. It was raised by the BBC's own Feedback programme in February 2012 but, with the issue still persisting now, listeners have been forced to again approach the Radio 4 programme, which deals with audience complaints. One said: 'Do you have any idea how irritating, annoying, frustrating it is to attempt to listen again [to a programme] only for the last few minutes to be cut off? 'All because you can't be bothered to check that whole show was there. Please, if you are going to make available a programme I have missed can I have the whole programme?' Another added: 'I enjoy radio drama immensely but just recently I have found that some final episodes have last the vital few minutes. I was simply left hanging in the air at a very crucial stage.' Shows such as Dad's Army and Hancock's Half Hour have all fallen foul of the problem, which the BBC blames on the system it uses to record programmes . According to the BBC's own figures, in February this year, 57million 'requests' were made for radio programmes on BBC iPlayer. Each request means a person chose to listen to a show. Of this number, one quarter were people listening to programmes on catch-up, a jump from one in five the previous month. As the use of catch-up becomes increasingly popular, more people will suffer from shows missing their final moments. Andrew Scott, General Manager of the BBC's Audience Facing Services, appeared on Feedback and apologised for the problem and said they are now adding two minutes to the end of all its recordings in an attempt to stamp out the problem. He told the programme: 'There are a lot of shows every week that are made available on demand and we simply can't humanly check every single one of those, so what we are trying to do is make sure we have the very best fail safe systems in place.'",1,cnn_human,1
